player,team,matches,format,runs,balls_x,fours,sixes,outs,average,strike_rate,boundary_runs,boundary_percent,balls_per_boundary_x,balls_y,runs_conceded,wickets,dot_balls,fours_conceded,sixes_conceded,overs,economy,bowling_average,bowling_strike_rate,dot_ball_percent,boundary_runs_conceded,boundary_percent_conceded,balls_per_boundary_y,role,batting_score,bowling_score,overall_score
A Zampa,Australia,116,T20I,70.0,91.0,6.0,0.0,15.0,4.67,76.92,24.0,34.29,15.17,2532.0,3115.0,149.0,840.0,168.0,143.0,422.0,7.38,20.91,16.99,33.18,1530.0,49.12,8.14,Bowler,39.494,79.336,118.83
R Powell,West Indies,116,T20I,2319.0,1726.0,141.0,154.0,88.0,26.35,134.36,1488.0,64.17,5.85,119.0,201.0,4.0,19.0,18.0,7.0,19.8,10.15,50.25,29.75,15.97,114.0,56.72,4.76,Utility,77.11800000000001,4.7940000000000005,81.912
Mohammad Hafeez,Pakistan,116,T20I,2437.0,2039.0,246.0,74.0,90.0,27.08,119.52,1428.0,58.6,6.37,1264.0,1386.0,61.0,479.0,75.0,54.0,210.7,6.58,22.72,20.72,37.9,624.0,45.02,9.8,All-Rounder,70.36,49.08,119.44
Fakhar Zaman,Pakistan,114,T20I,2387.0,1839.0,224.0,95.0,95.0,25.13,129.8,1466.0,61.42,5.76,6.0,12.0,0.0,2.0,1.0,1.0,1.0,12.0,0.0,0.0,33.33,10.0,83.33,3.0,Utility,74.25600000000001,6.666,80.92200000000001
Sikandar Raza,Zimbabwe,114,T20I,2630.0,1980.0,199.0,132.0,96.0,27.4,132.83,1588.0,60.38,5.98,1946.0,2234.0,98.0,640.0,119.0,72.0,324.3,6.89,22.8,19.86,32.89,908.0,40.64,10.19,All-Rounder,76.168,61.328,137.496
Shahid Afridi,ICC World XI,114,T20I,1705.0,1125.0,120.0,103.0,94.0,18.14,151.56,1098.0,64.4,5.04,2410.0,2786.0,118.0,840.0,196.0,82.0,401.7,6.94,23.61,20.42,34.85,1276.0,45.8,8.67,All-Rounder,80.75999999999999,69.47,150.23
Shakib Al Hasan,Bangladesh,113,T20I,2295.0,1929.0,234.0,49.0,96.0,23.91,118.97,1230.0,53.59,6.82,2417.0,2819.0,131.0,877.0,177.0,107.0,402.8,7.0,21.52,18.45,36.28,1350.0,47.89,8.51,All-Rounder,67.87,74.656,142.526
EJG Morgan,England,113,T20I,2443.0,1838.0,185.0,120.0,80.0,30.54,132.92,1460.0,59.76,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,77.336,50.0,127.336
Virandeep Singh,Malaysia,112,T20I,3034.0,2508.0,270.0,117.0,86.0,35.28,120.97,1782.0,58.73,6.48,1749.0,1569.0,111.0,786.0,77.0,50.0,291.5,5.38,14.14,15.76,44.94,608.0,38.75,13.77,All-Rounder,74.24600000000001,76.488,150.734
Liton Das,Bangladesh,111,T20I,2467.0,1976.0,242.0,78.0,103.0,23.95,124.85,1436.0,58.21,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,71.16199999999999,50.0,121.16199999999999
S Muniandy,Malaysia,111,T20I,1131.0,1001.0,75.0,44.0,63.0,17.95,112.99,564.0,49.87,8.41,825.0,1157.0,41.0,243.0,80.0,52.0,137.5,8.41,28.22,20.12,29.45,632.0,54.62,6.25,All-Rounder,62.349999999999994,30.240000000000002,92.59
SA Yadav,India,110,T20I,3220.0,2052.0,293.0,175.0,86.0,37.44,156.92,2222.0,69.01,4.38,6.0,5.0,2.0,3.0,0.0,0.0,1.0,5.0,2.5,3.0,50.0,0.0,0.0,0.0,Batter,91.546,35.8,127.346
Asif Ali,Pakistan,109,T20I,1765.0,1394.0,130.0,108.0,77.0,22.92,126.61,1168.0,66.18,5.86,461.0,486.0,22.0,186.0,32.0,15.0,76.8,6.33,22.09,20.95,40.35,218.0,44.86,9.81,Utility,73.048,35.22,108.268
DA Warner,Australia,108,T20I,3254.0,2361.0,333.0,122.0,96.0,33.9,137.82,2064.0,63.43,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Batter,81.374,50.0,131.374
Q de Kock,South Africa,107,T20I,2986.0,2181.0,301.0,128.0,95.0,31.43,136.91,1972.0,66.04,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,80.544,50.0,130.54399999999998
DJ Hawoe,Indonesia,107,T20I,624.0,540.0,37.0,35.0,57.0,10.95,115.56,358.0,57.37,7.5,1900.0,2212.0,91.0,797.0,160.0,97.0,316.7,6.98,24.31,20.88,41.95,1222.0,55.24,7.39,Utility,62.078,59.89,121.968
LRPL Taylor,New Zealand,106,T20I,1974.0,1680.0,126.0,74.0,75.0,26.32,117.5,948.0,48.02,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,67.132,50.0,117.132
Ehsan Khan,Hong Kong,106,T20I,376.0,356.0,21.0,15.0,28.0,13.43,105.62,174.0,46.28,9.89,2315.0,2406.0,151.0,1017.0,163.0,81.0,385.8,6.24,15.93,15.33,43.93,1138.0,47.3,9.49,Bowler,56.876000000000005,87.986,144.86200000000002
MS Chapman,New Zealand,105,T20I,1938.0,1454.0,166.0,80.0,73.0,26.55,133.29,1144.0,59.03,5.91,67.0,76.0,3.0,23.0,3.0,3.0,11.2,6.79,25.33,22.33,34.33,30.0,39.47,11.17,Utility,75.742,24.116,99.858
N Pooran,West Indies,105,T20I,2177.0,1694.0,146.0,141.0,85.0,25.61,128.51,1430.0,65.69,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,74.786,50.0,124.786
Mohammad Rizwan,Pakistan,104,T20I,3386.0,2766.0,284.0,94.0,66.0,51.3,122.42,1700.0,50.21,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Batter,79.53,50.0,129.53
AJ Finch,Australia,103,T20I,3120.0,2265.0,309.0,125.0,89.0,35.06,137.75,1986.0,63.65,5.22,12.0,27.0,0.0,4.0,3.0,2.0,2.0,13.5,0.0,0.0,33.33,24.0,88.89,2.4,Batter,81.854,6.666,88.52
RP Burl,Zimbabwe,103,T20I,1726.0,1401.0,134.0,66.0,62.0,27.84,123.2,932.0,54.0,7.0,1003.0,1207.0,51.0,355.0,82.0,42.0,167.2,7.22,23.67,19.67,35.39,580.0,48.05,8.09,All-Rounder,71.21600000000001,41.37800000000001,112.59400000000002
Babar Hayat,Hong Kong,103,T20I,2415.0,1899.0,149.0,148.0,83.0,29.1,127.17,1484.0,61.45,6.39,6.0,5.0,0.0,4.0,1.0,0.0,1.0,5.0,0.0,0.0,66.67,4.0,80.0,6.0,Utility,74.798,38.334,113.132
JDS Neesham,New Zealand,102,T20I,1105.0,810.0,85.0,55.0,55.0,20.09,136.42,670.0,60.63,5.79,1054.0,1565.0,63.0,331.0,135.0,70.0,175.7,8.91,24.84,16.73,31.4,960.0,61.34,5.14,All-Rounder,74.73,36.93,111.66
F Banunaek,Indonesia,102,T20I,307.0,393.0,22.0,6.0,22.0,13.95,78.12,124.0,40.39,14.04,1915.0,2166.0,92.0,801.0,162.0,81.0,319.2,6.79,23.54,20.82,41.83,1134.0,52.35,7.88,Utility,44.906000000000006,61.21600000000001,106.12200000000001
BKG Mendis,Sri Lanka,102,T20I,2510.0,2000.0,220.0,97.0,92.0,27.28,125.5,1462.0,58.25,6.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,72.762,50.0,122.762
DJ Mitchell,New Zealand,100,T20I,1833.0,1346.0,124.0,72.0,67.0,27.36,136.18,928.0,50.63,6.87,116.0,197.0,9.0,34.0,16.0,12.0,19.3,10.21,21.89,12.89,29.31,136.0,69.04,4.14,Utility,75.54200000000002,9.462,85.00400000000002
Shaheen Shah Afridi,Pakistan,99,T20I,343.0,282.0,19.0,25.0,23.0,14.91,121.63,226.0,65.89,6.41,2228.0,2918.0,132.0,899.0,295.0,97.0,371.3,7.86,22.11,16.88,40.35,1762.0,60.38,5.68,Bowler,67.794,71.57,139.36399999999998
AJ Hosein,West Indies,98,T20I,307.0,274.0,18.0,17.0,17.0,18.06,112.04,174.0,56.68,7.83,2037.0,2494.0,92.0,793.0,193.0,108.0,339.5,7.35,27.11,22.14,38.93,1420.0,56.94,6.77,Utility,63.376000000000005,57.836000000000006,121.21200000000002
KA Pollard,West Indies,98,T20I,1519.0,1178.0,91.0,98.0,60.0,25.32,128.95,952.0,62.67,6.23,862.0,1165.0,39.0,227.0,74.0,41.0,143.7,8.11,29.87,22.1,26.33,542.0,46.52,7.5,All-Rounder,74.242,30.316000000000003,104.558
DS Airee,Nepal,97,T20I,2183.0,1588.0,159.0,93.0,61.0,35.79,137.47,1194.0,54.7,6.3,1277.0,1284.0,59.0,541.0,82.0,45.0,212.8,6.03,21.76,21.64,42.36,598.0,46.57,10.06,All-Rounder,80.244,51.922000000000004,132.166
Aizaz Khan,Hong Kong,97,T20I,1075.0,1016.0,75.0,28.0,65.0,16.54,105.81,468.0,43.53,9.86,1696.0,2120.0,98.0,600.0,158.0,79.0,282.7,7.5,21.63,17.31,35.38,1106.0,52.17,7.16,All-Rounder,57.64600000000001,58.776,116.42200000000001
Ahmed Faiz,Malaysia,96,T20I,1764.0,1498.0,139.0,65.0,70.0,25.2,117.76,946.0,53.63,7.34,46.0,44.0,1.0,21.0,2.0,2.0,7.7,5.71,44.0,46.0,45.65,20.0,45.45,11.5,Utility,67.91000000000001,30.979999999999997,98.89000000000001
MS Dhoni,India,95,T20I,1584.0,1317.0,114.0,49.0,39.0,40.62,120.27,750.0,47.35,8.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,73.82600000000001,50.0,123.82600000000001
JO Holder,West Indies,95,T20I,890.0,643.0,51.0,62.0,44.0,20.23,138.41,576.0,64.72,5.69,2097.0,2939.0,109.0,673.0,272.0,103.0,349.5,8.41,26.96,19.24,32.09,1706.0,58.05,5.59,Bowler,76.4,57.967999999999996,134.368
CJ Jordan,England,94,T20I,424.0,332.0,29.0,21.0,30.0,14.13,127.71,242.0,57.08,6.64,2034.0,2881.0,109.0,639.0,259.0,106.0,339.0,8.5,26.43,18.66,31.42,1672.0,58.04,5.57,Bowler,68.152,57.384,125.536
AR Patel,India,93,T20I,722.0,590.0,49.0,28.0,38.0,19.0,122.37,364.0,50.42,7.66,1668.0,2098.0,94.0,637.0,147.0,101.0,278.0,7.55,22.32,17.74,38.19,1194.0,56.91,6.73,Utility,66.632,57.488,124.12
GD Phillips,New Zealand,93,T20I,2226.0,1594.0,162.0,107.0,70.0,31.8,139.65,1290.0,57.95,5.93,232.0,320.0,9.0,71.0,26.0,12.0,38.7,8.27,35.56,25.78,30.6,176.0,55.0,6.11,Utility,80.17000000000002,18.370000000000005,98.54000000000002
JJ Bumrah,India,92,T20I,12.0,19.0,2.0,0.0,4.0,3.0,63.16,8.0,66.67,9.5,2034.0,2253.0,118.0,907.0,218.0,55.0,339.0,6.65,19.09,17.24,44.59,1202.0,53.35,7.45,Bowler,39.798,72.86800000000001,112.66600000000001
MDKJ Perera,Sri Lanka,92,T20I,2307.0,1803.0,224.0,72.0,88.0,26.22,127.95,1328.0,57.56,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,73.18,50.0,123.18
KS Williamson,New Zealand,91,T20I,2537.0,2072.0,242.0,59.0,74.0,34.28,122.44,1322.0,52.11,6.88,120.0,164.0,6.0,34.0,7.0,9.0,20.0,8.2,27.33,20.0,28.33,82.0,50.0,7.5,Utility,73.11,17.066000000000003,90.176
MR Adair,Ireland,91,T20I,814.0,647.0,55.0,39.0,46.0,17.7,125.81,454.0,55.77,6.88,2109.0,2628.0,128.0,797.0,245.0,80.0,351.5,7.48,20.53,16.48,37.79,1460.0,55.56,6.49,Bowler,68.558,71.358,139.916
A Balbirnie,Ireland,91,T20I,2028.0,1682.0,211.0,60.0,85.0,23.86,120.57,1204.0,59.37,6.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,69.646,50.0,119.646
Ahmer Bin Nisar,Bahrain,91,T20I,1413.0,1121.0,117.0,48.0,47.0,30.06,126.05,756.0,53.5,6.79,32.0,48.0,2.0,7.0,3.0,2.0,5.3,9.06,24.0,16.0,21.88,24.0,50.0,6.4,Utility,73.144,9.875999999999998,83.02000000000001
Rizwan Butt,Bahrain,90,T20I,270.0,242.0,7.0,20.0,27.0,10.0,111.57,148.0,54.81,8.96,1996.0,2247.0,133.0,864.0,184.0,80.0,332.7,6.75,16.89,15.01,43.29,1216.0,54.12,7.56,Bowler,59.59,78.108,137.698
IKEG Artawan,Indonesia,90,T20I,457.0,521.0,42.0,14.0,42.0,10.88,87.72,252.0,55.14,9.3,1335.0,1493.0,65.0,516.0,79.0,68.0,222.5,6.71,22.97,20.54,38.65,724.0,48.49,9.08,Utility,50.467999999999996,50.18000000000001,100.648
Imran Anwar,Bahrain,90,T20I,1056.0,878.0,64.0,71.0,56.0,18.86,120.27,682.0,64.58,6.5,1574.0,1849.0,82.0,624.0,174.0,50.0,262.3,7.05,22.55,19.2,39.64,996.0,53.87,7.03,All-Rounder,68.568,55.47800000000001,124.046
MM Ali,England,90,T20I,1180.0,866.0,84.0,67.0,57.0,20.7,136.26,738.0,62.54,5.74,1001.0,1381.0,50.0,323.0,86.0,74.0,166.8,8.28,27.62,20.02,32.27,788.0,57.06,6.26,All-Rounder,75.292,35.054,110.346
Haris Rauf,Pakistan,90,T20I,109.0,111.0,8.0,5.0,13.0,8.38,98.2,62.0,56.88,8.54,1983.0,2734.0,126.0,694.0,247.0,97.0,330.5,8.27,21.7,15.74,35.0,1570.0,57.43,5.76,Bowler,54.00800000000001,66.05000000000001,120.05800000000002
Mushfiqur Rahim,Bangladesh,90,T20I,1307.0,1168.0,110.0,33.0,64.0,20.42,111.9,638.0,48.81,8.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,62.690000000000005,50.0,112.69
DJ Bravo,West Indies,90,T20I,1227.0,1101.0,72.0,54.0,54.0,22.72,111.44,612.0,49.88,8.74,1551.0,2049.0,78.0,419.0,161.0,55.0,258.5,7.93,26.27,19.88,27.01,974.0,47.54,7.18,All-Rounder,63.64,46.952000000000005,110.59200000000001
PWH de Silva,Sri Lanka,90,T20I,711.0,599.0,69.0,13.0,55.0,12.93,118.7,354.0,49.79,7.3,2041.0,2462.0,153.0,734.0,145.0,105.0,340.2,7.24,16.09,13.34,35.96,1210.0,49.15,8.16,Bowler,62.61,82.19200000000001,144.80200000000002
MS Wade,Australia,90,T20I,1191.0,917.0,94.0,46.0,44.0,27.07,129.88,652.0,54.74,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,73.72800000000001,50.0,123.72800000000001
HT Tector,Ireland,89,T20I,1674.0,1447.0,137.0,37.0,66.0,25.36,115.69,770.0,46.0,8.32,278.0,314.0,12.0,85.0,17.0,9.0,46.3,6.78,26.17,23.17,30.58,122.0,38.85,10.69,Utility,65.62,27.016,92.636
RR Hendricks,South Africa,89,T20I,2475.0,1962.0,265.0,69.0,85.0,29.12,126.15,1474.0,59.56,5.87,30.0,66.0,0.0,8.0,0.0,7.0,5.0,13.2,0.0,0.0,26.67,42.0,63.64,4.29,Utility,74.02000000000001,5.3340000000000005,79.35400000000001
TL Seifert,New Zealand,88,T20I,2228.0,1567.0,208.0,107.0,72.0,30.94,142.18,1474.0,66.16,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,82.48,50.0,132.48000000000002
MP O'Dowd,Netherlands,88,T20I,2256.0,1919.0,237.0,56.0,76.0,29.68,117.56,1284.0,56.91,6.55,112.0,158.0,4.0,37.0,10.0,9.0,18.7,8.45,39.5,28.0,33.04,94.0,59.49,5.89,Utility,70.278,15.958000000000004,86.236
Z Bimenyimana,Rwanda,88,T20I,261.0,226.0,15.0,15.0,29.0,9.0,115.49,150.0,57.47,7.53,1711.0,1938.0,91.0,810.0,201.0,53.0,285.2,6.8,21.3,18.8,47.34,1122.0,57.89,6.74,Utility,61.29,61.868,123.158
Sompal Kami,Nepal,87,T20I,381.0,352.0,27.0,15.0,32.0,11.91,108.24,198.0,51.97,8.38,1708.0,2027.0,87.0,731.0,212.0,56.0,284.7,7.12,23.3,19.63,42.8,1184.0,58.41,6.37,Utility,58.454,57.760000000000005,116.214
P Nissanka,Sri Lanka,87,T20I,2557.0,2076.0,256.0,75.0,81.0,31.57,123.17,1474.0,57.65,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,73.426,50.0,123.426
Karan KC,Nepal,87,T20I,485.0,324.0,21.0,41.0,31.0,15.65,149.69,330.0,68.04,5.23,1746.0,2255.0,108.0,759.0,218.0,98.0,291.0,7.75,20.88,16.17,43.47,1460.0,64.75,5.53,Bowler,79.74400000000001,63.144000000000005,142.88800000000003
RD Berrington,Scotland,87,T20I,2040.0,1575.0,155.0,79.0,64.0,31.88,129.52,1094.0,53.63,6.73,425.0,534.0,22.0,114.0,31.0,16.0,70.8,7.54,24.27,19.32,26.82,220.0,41.2,9.04,Utility,75.286,26.464000000000002,101.75
GA Priandana,Indonesia,87,T20I,1577.0,1615.0,158.0,51.0,71.0,22.21,97.65,938.0,59.48,7.73,468.0,559.0,30.0,188.0,47.0,21.0,78.0,7.17,18.63,15.6,40.17,314.0,56.17,6.88,All-Rounder,59.84,34.184,94.024
MR Marsh,Australia,86,T20I,2256.0,1655.0,201.0,115.0,67.0,33.67,136.31,1494.0,66.22,5.24,316.0,391.0,17.0,109.0,29.0,14.0,52.7,7.42,23.0,18.59,34.49,200.0,51.15,7.35,Utility,81.236,26.598000000000003,107.834
AD Mathews,Sri Lanka,86,T20I,1343.0,1163.0,87.0,45.0,49.0,27.41,115.48,618.0,46.02,8.81,1137.0,1355.0,41.0,480.0,136.0,38.0,189.5,7.15,33.05,27.73,42.22,772.0,56.97,6.53,All-Rounder,66.36000000000001,39.094,105.45400000000001
SO Ngoche,Kenya,86,T20I,526.0,478.0,43.0,17.0,33.0,15.94,110.04,274.0,52.09,7.97,1719.0,1756.0,100.0,800.0,118.0,67.0,286.5,6.13,17.56,17.19,46.54,874.0,49.77,9.29,Bowler,60.81,68.658,129.46800000000002
MG Erasmus,Namibia,86,T20I,2147.0,1705.0,163.0,86.0,65.0,33.03,125.92,1168.0,54.4,6.85,1102.0,1090.0,65.0,443.0,62.0,29.0,183.7,5.93,16.77,16.95,40.2,422.0,38.72,12.11,All-Rounder,74.46000000000001,54.39,128.85000000000002
B Kumar,India,86,T20I,67.0,95.0,0.0,0.0,8.0,8.38,70.53,0.0,0.0,0.0,1843.0,2134.0,85.0,829.0,201.0,68.0,307.2,6.95,25.11,21.68,44.98,1212.0,56.79,6.85,Utility,31.564000000000004,58.246,89.81
Pavandeep Singh,Malaysia,86,T20I,35.0,65.0,0.0,0.0,0.0,0.0,53.85,0.0,0.0,0.0,2049.0,1948.0,107.0,1002.0,124.0,77.0,341.5,5.7,18.21,19.15,48.9,958.0,49.18,10.19,Bowler,21.540000000000003,74.08000000000001,95.62000000000002
IO Okpe,Nigeria,85,T20I,796.0,766.0,34.0,31.0,54.0,14.74,103.92,322.0,40.45,11.78,1479.0,1641.0,81.0,604.0,118.0,51.0,246.5,6.66,20.26,18.26,40.84,778.0,47.41,8.75,Utility,55.55400000000001,57.267999999999994,112.822
KD Kesuma,Indonesia,85,T20I,1237.0,1189.0,130.0,47.0,67.0,18.46,104.04,802.0,64.83,6.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,61.96600000000001,50.0,111.96600000000001
Anjar Tadarus,Indonesia,85,T20I,693.0,856.0,68.0,14.0,54.0,12.83,80.96,356.0,51.37,10.44,607.0,736.0,29.0,228.0,47.0,35.0,101.2,7.27,25.38,20.93,37.56,398.0,54.08,7.4,Utility,47.79,32.762,80.55199999999999
MP Stoinis,Australia,85,T20I,1388.0,962.0,117.0,64.0,43.0,32.28,144.28,852.0,61.38,5.31,936.0,1313.0,52.0,289.0,110.0,51.0,156.0,8.42,25.25,18.0,30.88,746.0,56.82,5.81,All-Rounder,82.9,34.876000000000005,117.77600000000001
Soumya Sarkar,Bangladesh,85,T20I,1466.0,1242.0,147.0,54.0,77.0,19.04,118.04,912.0,62.21,6.18,287.0,416.0,12.0,62.0,34.0,13.0,47.8,8.7,34.67,23.92,21.6,214.0,51.44,6.11,Utility,67.274,15.620000000000005,82.894
Waseem Muhammad,United Arab Emirates,85,T20I,2682.0,1850.0,225.0,153.0,78.0,34.38,144.97,1818.0,67.79,4.89,69.0,128.0,3.0,12.0,7.0,6.0,11.5,11.13,42.67,23.0,17.39,64.0,50.0,5.31,Utility,85.29800000000002,4.678000000000001,89.97600000000001
SA Edwards,Netherlands,84,T20I,1283.0,1034.0,100.0,32.0,55.0,23.33,124.08,592.0,46.14,7.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,68.19200000000001,50.0,118.19200000000001
R Ngarava,Zimbabwe,84,T20I,95.0,85.0,10.0,4.0,14.0,6.79,111.76,64.0,67.37,6.07,1848.0,2210.0,104.0,809.0,234.0,57.0,308.0,7.18,21.25,17.77,43.78,1278.0,57.83,6.35,Bowler,60.89400000000001,64.456,125.35000000000002
IK Gamantika,Indonesia,84,T20I,1060.0,1149.0,79.0,27.0,58.0,18.28,92.25,478.0,45.09,10.84,1124.0,1096.0,61.0,471.0,45.0,43.0,187.3,5.85,17.97,18.43,41.9,438.0,39.96,12.77,All-Rounder,53.230000000000004,53.53000000000001,106.76000000000002
D Ndikubwimana,Rwanda,84,T20I,1348.0,1621.0,121.0,24.0,66.0,20.42,83.16,628.0,46.59,11.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,50.75,50.0,100.75
AD Russell,West Indies,84,T20I,1112.0,706.0,65.0,95.0,47.0,23.66,157.51,830.0,74.64,4.41,1234.0,1895.0,58.0,402.0,168.0,88.0,205.7,9.21,32.67,21.28,32.58,1200.0,63.32,4.82,All-Rounder,87.396,33.666,121.062
Junaid Siddique,United Arab Emirates,84,T20I,245.0,207.0,22.0,10.0,19.0,12.89,118.36,148.0,60.41,6.47,1809.0,2259.0,108.0,688.0,214.0,66.0,301.5,7.49,20.92,16.75,38.03,1252.0,55.42,6.46,Bowler,64.582,63.356,127.93799999999999
NLTC Perera,Sri Lanka,83,T20I,1199.0,828.0,88.0,63.0,48.0,24.98,144.81,730.0,60.88,5.48,1116.0,1702.0,48.0,301.0,144.0,67.0,186.0,9.15,35.46,23.25,26.97,978.0,57.46,5.29,All-Rounder,80.09200000000001,28.844,108.936
SL Malinga,Sri Lanka,83,T20I,136.0,164.0,9.0,5.0,20.0,6.8,82.93,66.0,48.53,11.71,1911.0,2304.0,108.0,672.0,206.0,39.0,318.5,7.23,21.33,17.69,35.16,1058.0,45.92,7.8,Bowler,45.598000000000006,64.082,109.68
Umar Akmal,Pakistan,83,T20I,1669.0,1390.0,123.0,53.0,62.0,26.92,120.07,810.0,48.53,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,68.502,50.0,118.502
SA Okpe,Nigeria,83,T20I,837.0,838.0,52.0,28.0,51.0,16.41,99.88,376.0,44.92,10.48,1359.0,1328.0,65.0,588.0,80.0,41.0,226.5,5.86,20.43,20.91,43.27,566.0,42.62,11.23,Utility,55.5,55.354000000000006,110.85400000000001
RR Patel,Kenya,82,T20I,1750.0,1317.0,141.0,94.0,54.0,32.41,132.88,1128.0,64.46,5.6,591.0,575.0,35.0,254.0,30.0,20.0,98.5,5.84,16.43,16.89,42.98,240.0,41.74,11.82,All-Rounder,79.008,43.396,122.404
Arshdeep Singh,India,82,T20I,93.0,99.0,9.0,3.0,13.0,7.15,93.94,54.0,58.06,8.25,1829.0,2503.0,125.0,720.0,267.0,87.0,304.8,8.21,20.02,14.63,39.37,1590.0,63.52,5.17,Bowler,52.048,66.824,118.872
JN Frylinck,Namibia,82,T20I,1348.0,1096.0,111.0,45.0,49.0,27.51,122.99,714.0,52.97,7.03,958.0,1097.0,57.0,342.0,64.0,42.0,159.7,6.87,19.25,16.81,35.7,508.0,46.31,9.04,All-Rounder,70.79400000000001,45.59,116.38400000000001
RK Paudel,Nepal,82,T20I,1783.0,1518.0,140.0,58.0,63.0,28.3,117.46,908.0,50.93,7.67,243.0,264.0,14.0,89.0,14.0,11.0,40.5,6.52,18.86,17.36,36.63,122.0,46.21,9.72,Utility,68.49000000000001,30.326000000000004,98.81600000000002
GJ Delany,Ireland,81,T20I,1118.0,840.0,85.0,52.0,53.0,21.09,133.1,652.0,58.32,6.13,1062.0,1336.0,50.0,349.0,87.0,52.0,177.0,7.55,26.72,21.24,32.86,660.0,49.4,7.64,All-Rounder,73.34,38.822,112.162
Taskin Ahmed,Bangladesh,81,T20I,223.0,227.0,19.0,8.0,19.0,11.74,98.24,124.0,55.61,8.41,1755.0,2286.0,98.0,725.0,217.0,88.0,292.5,7.82,23.33,17.91,41.31,1396.0,61.07,5.75,Utility,55.114,58.362,113.476
R Shepherd,West Indies,81,T20I,909.0,666.0,51.0,67.0,31.0,29.32,136.49,606.0,66.67,5.64,1470.0,2315.0,81.0,388.0,196.0,101.0,245.0,9.45,28.58,18.15,26.39,1390.0,60.04,4.95,Utility,79.65800000000002,40.428000000000004,120.08600000000001
M Akayezu,Rwanda,81,T20I,508.0,444.0,33.0,28.0,56.0,9.07,114.41,300.0,59.06,7.28,1478.0,1777.0,77.0,590.0,165.0,40.0,246.3,7.21,23.08,19.19,39.92,900.0,50.65,7.21,Utility,61.20400000000001,52.734,113.93800000000002
KJ O'Brien,Ireland,81,T20I,1571.0,1248.0,133.0,66.0,66.0,23.8,125.88,928.0,59.07,6.27,617.0,719.0,44.0,226.0,63.0,16.0,102.8,6.99,16.34,14.02,36.63,348.0,48.4,7.81,All-Rounder,71.686,39.976,111.662
M Theekshana,Sri Lanka,81,T20I,110.0,180.0,7.0,2.0,23.0,4.78,61.11,40.0,36.36,20.0,1882.0,2196.0,83.0,687.0,182.0,60.0,313.7,7.0,26.46,22.67,36.5,1088.0,49.54,7.78,Utility,33.628,55.5,89.128
BM Scholtz,Namibia,81,T20I,77.0,84.0,7.0,0.0,7.0,11.0,91.67,28.0,36.36,12.0,1685.0,1765.0,84.0,658.0,96.0,66.0,280.8,6.29,21.01,20.06,39.05,780.0,44.19,10.4,Utility,48.339999999999996,59.96000000000001,108.30000000000001
HG Munsey,Scotland,81,T20I,2508.0,1826.0,264.0,115.0,75.0,33.44,137.35,1746.0,69.62,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,82.24000000000001,50.0,132.24
